Market Name,Delivery Date,Unique bid number,Response Unit,Unit type,Agent/Applicant,Related Entity,Volume offered,Volume Accepted,Delivery Start UTC,Delivery End UTC,Service Duration,Availability Fee,Total Cost,RTM/no RTM,Accepted/Rejected,Rejection code,Technology Type
Withdraw,21-11-20,20201121 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,0,2020-11-20T23:00:00Z,2020-11-21T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
Withdraw,21-11-20,20201121 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-20T23:00:00Z,2020-11-21T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,21-11-20,20201121 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-20T23:00:00Z,2020-11-21T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
DC LF,21-11-20,20201121 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-20T23:00:00Z,2020-11-21T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,21-11-20,20201121 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-20T23:00:00Z,2020-11-21T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,21-11-20,20201121 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-20T23:00:00Z,2020-11-21T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,21-11-20,20201121 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-20T23:00:00Z,2020-11-21T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,21-11-20,20201121 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-20T23:00:00Z,2020-11-21T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,22-Nov-20,20201122 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-21T23:00:00Z,2020-11-22T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,22-Nov-20,20201122 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-21T23:00:00Z,2020-11-22T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,22-Nov-20,20201122 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-21T23:00:00Z,2020-11-22T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,22-Nov-20,20201122 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-21T23:00:00Z,2020-11-22T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
Withdraw,22-Nov-20,20201122 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,0,2020-11-21T23:00:00Z,2020-11-22T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
Withdraw,22-Nov-20,20201122 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-21T23:00:00Z,2020-11-22T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,22-Nov-20,20201122 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-21T23:00:00Z,2020-11-22T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
DC LF,22-Nov-20,20201122 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-21T23:00:00Z,2020-11-22T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,22-Nov-20,20201122 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-21T23:00:00Z,2020-11-22T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,22-Nov-20,20201122 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-21T23:00:00Z,2020-11-22T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,22-Nov-20,20201122 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-21T23:00:00Z,2020-11-22T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,22-Nov-20,20201122 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-21T23:00:00Z,2020-11-22T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,23-Nov-20,20201123 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-22T23:00:00Z,2020-11-23T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,23-Nov-20,20201123 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-22T23:00:00Z,2020-11-23T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,23-Nov-20,20201123 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-22T23:00:00Z,2020-11-23T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,23-Nov-20,20201123 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-22T23:00:00Z,2020-11-23T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,23-Nov-20,20201123 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-22T23:00:00Z,2020-11-23T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,23-Nov-20,20201123 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-22T23:00:00Z,2020-11-23T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,23-Nov-20,20201123 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-22T23:00:00Z,2020-11-23T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
DC LF,23-Nov-20,20201123 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-22T23:00:00Z,2020-11-23T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,23-Nov-20,20201123 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-22T23:00:00Z,2020-11-23T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,23-Nov-20,20201123 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-22T23:00:00Z,2020-11-23T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,23-Nov-20,20201123 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-22T23:00:00Z,2020-11-23T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,23-Nov-20,20201123 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-22T23:00:00Z,2020-11-23T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,24-Nov-20,20201124 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-23T23:00:00Z,2020-11-24T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,24-Nov-20,20201124 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-23T23:00:00Z,2020-11-24T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,24-Nov-20,20201124 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-23T23:00:00Z,2020-11-24T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,24-Nov-20,20201124 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-23T23:00:00Z,2020-11-24T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,24-Nov-20,20201124 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-23T23:00:00Z,2020-11-24T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,24-Nov-20,20201124 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-23T23:00:00Z,2020-11-24T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,24-Nov-20,20201124 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-23T23:00:00Z,2020-11-24T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
DC LF,24-Nov-20,20201124 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-23T23:00:00Z,2020-11-24T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,24-Nov-20,20201124 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-23T23:00:00Z,2020-11-24T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,24-Nov-20,20201124 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-23T23:00:00Z,2020-11-24T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,24-Nov-20,20201124 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-23T23:00:00Z,2020-11-24T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,24-Nov-20,20201124 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-23T23:00:00Z,2020-11-24T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
Withdraw,25-Nov-20,20201125 AG-BFLX01,AG-BFLX01,BM,Flexitricity Limited,N/A,7,0,2020-11-24T23:00:00Z,2020-11-25T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,25-Nov-20,20201125 AG-FLX00L,AG-FLX00L,BM,Flexitricity Limited,N/A,4,0,2020-11-24T23:00:00Z,2020-11-25T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,25-Nov-20,20201125 AG-EFLX01,AG-EFLX01,BM,Flexitricity Limited,N/A,19,0,2020-11-24T23:00:00Z,2020-11-25T23:00:00Z,24,0,,RTM,Rejected,5,Battery
DC LF,25-Nov-20,20201125 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-24T23:00:00Z,2020-11-25T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,25-Nov-20,20201125 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-24T23:00:00Z,2020-11-25T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,25-Nov-20,20201125 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-24T23:00:00Z,2020-11-25T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,25-Nov-20,20201125 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-24T23:00:00Z,2020-11-25T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,25-Nov-20,20201125 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-24T23:00:00Z,2020-11-25T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,25-Nov-20,20201125 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-24T23:00:00Z,2020-11-25T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,25-Nov-20,20201125 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-24T23:00:00Z,2020-11-25T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,25-Nov-20,20201125 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-24T23:00:00Z,2020-11-25T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,25-Nov-20,20201125 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-24T23:00:00Z,2020-11-25T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,25-Nov-20,20201125 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-24T23:00:00Z,2020-11-25T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,25-Nov-20,20201125 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-24T23:00:00Z,2020-11-25T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,25-Nov-20,20201125 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-24T23:00:00Z,2020-11-25T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
Withdraw,26-Nov-20,20201126 AG-BFLX01,AG-BFLX01,BM,Flexitricity Limited,N/A,7,0,2020-11-25T23:00:00Z,2020-11-26T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,26-Nov-20,20201126 AG-FLX00L,AG-FLX00L,BM,Flexitricity Limited,N/A,4,0,2020-11-25T23:00:00Z,2020-11-26T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,26-Nov-20,20201126 AG-EFLX01,AG-EFLX01,BM,Flexitricity Limited,N/A,19,0,2020-11-25T23:00:00Z,2020-11-26T23:00:00Z,24,0,,RTM,Rejected,5,Battery
DC LF,26-Nov-20,20201126 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-25T23:00:00Z,2020-11-26T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,26-Nov-20,20201126 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-25T23:00:00Z,2020-11-26T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,26-Nov-20,20201126 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-25T23:00:00Z,2020-11-26T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,26-Nov-20,20201126 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-25T23:00:00Z,2020-11-26T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,26-Nov-20,20201126 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-25T23:00:00Z,2020-11-26T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,26-Nov-20,20201126 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-25T23:00:00Z,2020-11-26T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,26-Nov-20,20201126 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-25T23:00:00Z,2020-11-26T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,26-Nov-20,20201126 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-25T23:00:00Z,2020-11-26T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,26-Nov-20,20201126 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-25T23:00:00Z,2020-11-26T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,26-Nov-20,20201126 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-25T23:00:00Z,2020-11-26T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,26-Nov-20,20201126 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-25T23:00:00Z,2020-11-26T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,26-Nov-20,20201126 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-25T23:00:00Z,2020-11-26T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
Withdraw,27-Nov-20,20201127 AG-BFLX01,AG-BFLX01,BM,Flexitricity Limited,N/A,7,0,2020-11-26T23:00:00Z,2020-11-27T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,27-Nov-20,20201127 AG-FLX00L,AG-FLX00L,BM,Flexitricity Limited,N/A,4,0,2020-11-26T23:00:00Z,2020-11-27T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,27-Nov-20,20201127 AG-EFLX01,AG-EFLX01,BM,Flexitricity Limited,N/A,19,0,2020-11-26T23:00:00Z,2020-11-27T23:00:00Z,24,0,,RTM,Rejected,5,Battery
DC LF,27-Nov-20,20201127 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-26T23:00:00Z,2020-11-27T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,27-Nov-20,20201127 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-26T23:00:00Z,2020-11-27T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,27-Nov-20,20201127 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-26T23:00:00Z,2020-11-27T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,27-Nov-20,20201127 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-26T23:00:00Z,2020-11-27T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,27-Nov-20,20201127 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-26T23:00:00Z,2020-11-27T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,27-Nov-20,20201127 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-26T23:00:00Z,2020-11-27T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,27-Nov-20,20201127 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-26T23:00:00Z,2020-11-27T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,27-Nov-20,20201127 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-26T23:00:00Z,2020-11-27T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,27-Nov-20,20201127 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-26T23:00:00Z,2020-11-27T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,27-Nov-20,20201127 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-26T23:00:00Z,2020-11-27T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,27-Nov-20,20201127 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-26T23:00:00Z,2020-11-27T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,27-Nov-20,20201127 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-26T23:00:00Z,2020-11-27T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
Withdraw,28-Nov-20,20201128 AG-BFLX01,AG-BFLX01,BM,Flexitricity Limited,N/A,7,0,2020-11-27T23:00:00Z,2020-11-28T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,28-Nov-20,20201128 AG-FLX00L,AG-FLX00L,BM,Flexitricity Limited,N/A,4,0,2020-11-27T23:00:00Z,2020-11-28T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,28-Nov-20,20201128 AG-EFLX01,AG-EFLX01,BM,Flexitricity Limited,N/A,19,0,2020-11-27T23:00:00Z,2020-11-28T23:00:00Z,24,0,,RTM,Rejected,5,Battery
DC LF,28-Nov-20,20201128 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-27T23:00:00Z,2020-11-28T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,28-Nov-20,20201128 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-27T23:00:00Z,2020-11-28T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,28-Nov-20,20201128 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-27T23:00:00Z,2020-11-28T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,28-Nov-20,20201128 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-27T23:00:00Z,2020-11-28T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,28-Nov-20,20201128 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-27T23:00:00Z,2020-11-28T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,28-Nov-20,20201128 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-27T23:00:00Z,2020-11-28T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,28-Nov-20,20201128 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-27T23:00:00Z,2020-11-28T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,28-Nov-20,20201128 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-27T23:00:00Z,2020-11-28T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,28-Nov-20,20201128 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-27T23:00:00Z,2020-11-28T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,28-Nov-20,20201128 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-27T23:00:00Z,2020-11-28T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,28-Nov-20,20201128 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-27T23:00:00Z,2020-11-28T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,28-Nov-20,20201128 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-27T23:00:00Z,2020-11-28T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
Withdraw,29-Nov-20,20201129 AG-BFLX01,AG-BFLX01,BM,Flexitricity Limited,N/A,7,0,2020-11-28T23:00:00Z,2020-11-29T23:00:00Z,24,0,,RTM,Rejected,,Battery
Withdraw,29-Nov-20,20201129 AG-FLX00L,AG-FLX00L,BM,Flexitricity Limited,N/A,4,0,2020-11-28T23:00:00Z,2020-11-29T23:00:00Z,24,0,,RTM,Rejected,,Battery
Withdraw,29-Nov-20,20201129 AG-EFLX01,AG-EFLX01,BM,Flexitricity Limited,N/A,19,0,2020-11-28T23:00:00Z,2020-11-29T23:00:00Z,24,0,,RTM,Rejected,,Battery
DC LF,29-Nov-20,20201129 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-28T23:00:00Z,2020-11-29T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,29-Nov-20,20201129 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-28T23:00:00Z,2020-11-29T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,29-Nov-20,20201129 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-28T23:00:00Z,2020-11-29T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,29-Nov-20,20201129 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-28T23:00:00Z,2020-11-29T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,29-Nov-20,20201129 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-28T23:00:00Z,2020-11-29T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,29-Nov-20,20201129 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-28T23:00:00Z,2020-11-29T23:00:00Z,24,17,,no RTM,Rejected,,Battery
DC LF,29-Nov-20,20201129 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-28T23:00:00Z,2020-11-29T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,29-Nov-20,20201129 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-28T23:00:00Z,2020-11-29T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,29-Nov-20,20201129 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-28T23:00:00Z,2020-11-29T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,29-Nov-20,20201129 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-28T23:00:00Z,2020-11-29T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,29-Nov-20,20201129 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-28T23:00:00Z,2020-11-29T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,29-Nov-20,20201129 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-28T23:00:00Z,2020-11-29T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
Withdraw,30-Nov-20,20201130 AG-BFLX01,AG-BFLX01,BM,Flexitricity Limited,N/A,7,0,2020-11-29T23:00:00Z,2020-11-30T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,30-Nov-20,20201130 AG-FLX00L,AG-FLX00L,BM,Flexitricity Limited,N/A,4,0,2020-11-29T23:00:00Z,2020-11-30T23:00:00Z,24,0,,RTM,Rejected,5,Battery
Withdraw,30-Nov-20,20201130 AG-EFLX01,AG-EFLX01,BM,Flexitricity Limited,N/A,19,0,2020-11-29T23:00:00Z,2020-11-30T23:00:00Z,24,0,,RTM,Rejected,5,Battery
