Market Name,Delivery Date,Unique bid number,Response Unit,Unit type,Agent/Applicant,Related Entity,Volume offered,Volume Accepted,Delivery Start UTC,Delivery End UTC,Service Duration,Availability Fee,Total Cost,RTM/no RTM,Accepted/Rejected,Rejection code,Technology Type
DC LF,11-Nov-20,20201111 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-10T23:00:00Z,2020-11-11T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,11-Nov-20,20201111 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-10T23:00:00Z,2020-11-11T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,11-Nov-20,20201111 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-11-10T23:00:00Z,2020-11-11T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,11-Nov-20,20201111 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-11-10T23:00:00Z,2020-11-11T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,11-Nov-20,20201111 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-10T23:00:00Z,2020-11-11T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,11-Nov-20,20201111 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-10T23:00:00Z,2020-11-11T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
DC LF,11-Nov-20,20201111 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-10T23:00:00Z,2020-11-11T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,11-Nov-20,20201111 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-10T23:00:00Z,2020-11-11T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,11-Nov-20,20201111 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-10T23:00:00Z,2020-11-11T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,12-Nov-20,20201112 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-11T23:00:00Z,2020-11-12T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,12-Nov-20,20201112 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-11T23:00:00Z,2020-11-12T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,12-Nov-20,20201112 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-11T23:00:00Z,2020-11-12T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,12-Nov-20,20201112 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-11T23:00:00Z,2020-11-12T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,12-Nov-20,20201112 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-11T23:00:00Z,2020-11-12T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,12-Nov-20,20201112 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-11-11T23:00:00Z,2020-11-12T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,12-Nov-20,20201112 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-11-11T23:00:00Z,2020-11-12T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,12-Nov-20,20201112 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-11T23:00:00Z,2020-11-12T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,12-Nov-20,20201112 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-11T23:00:00Z,2020-11-12T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
DC LF,12-Nov-20,20201112 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-11T23:00:00Z,2020-11-12T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,12-Nov-20,20201112 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-11T23:00:00Z,2020-11-12T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,12-Nov-20,20201112 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-11T23:00:00Z,2020-11-12T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,13-Nov-20,20201113 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-12T23:00:00Z,2020-11-13T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,13-Nov-20,20201113 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-12T23:00:00Z,2020-11-13T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,13-Nov-20,20201113 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-12T23:00:00Z,2020-11-13T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,13-Nov-20,20201113 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-12T23:00:00Z,2020-11-13T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,13-Nov-20,20201113 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-12T23:00:00Z,2020-11-13T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,13-Nov-20,20201113 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-11-12T23:00:00Z,2020-11-13T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,13-Nov-20,20201113 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-11-12T23:00:00Z,2020-11-13T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,13-Nov-20,20201113 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-12T23:00:00Z,2020-11-13T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,13-Nov-20,20201113 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-12T23:00:00Z,2020-11-13T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
DC LF,13-Nov-20,20201113 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-12T23:00:00Z,2020-11-13T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,13-Nov-20,20201113 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-12T23:00:00Z,2020-11-13T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,13-Nov-20,20201113 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-12T23:00:00Z,2020-11-13T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,14-Nov-20,20201114 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-13T23:00:00Z,2020-11-14T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,14-Nov-20,20201114 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-13T23:00:00Z,2020-11-14T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,14-Nov-20,20201114 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-13T23:00:00Z,2020-11-14T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,14-Nov-20,20201114 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-13T23:00:00Z,2020-11-14T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,14-Nov-20,20201114 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-13T23:00:00Z,2020-11-14T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,14-Nov-20,20201114 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-11-13T23:00:00Z,2020-11-14T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,14-Nov-20,20201114 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-11-13T23:00:00Z,2020-11-14T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,14-Nov-20,20201114 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-13T23:00:00Z,2020-11-14T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,14-Nov-20,20201114 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-13T23:00:00Z,2020-11-14T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
DC LF,14-Nov-20,20201114 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-13T23:00:00Z,2020-11-14T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,14-Nov-20,20201114 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-13T23:00:00Z,2020-11-14T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,14-Nov-20,20201114 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-13T23:00:00Z,2020-11-14T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,15-Nov-20,20201115 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-14T23:00:00Z,2020-11-15T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,15-Nov-20,20201115 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-14T23:00:00Z,2020-11-15T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,15-Nov-20,20201115 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-14T23:00:00Z,2020-11-15T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,15-Nov-20,20201115 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-14T23:00:00Z,2020-11-15T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,15-Nov-20,20201115 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-14T23:00:00Z,2020-11-15T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,15-Nov-20,20201115 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-11-14T23:00:00Z,2020-11-15T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,15-Nov-20,20201115 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-11-14T23:00:00Z,2020-11-15T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,15-Nov-20,20201115 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-14T23:00:00Z,2020-11-15T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,15-Nov-20,20201115 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-14T23:00:00Z,2020-11-15T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
DC LF,15-Nov-20,20201115 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-14T23:00:00Z,2020-11-15T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,15-Nov-20,20201115 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-14T23:00:00Z,2020-11-15T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,15-Nov-20,20201115 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-14T23:00:00Z,2020-11-15T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,16-Nov-20,20201116 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-15T23:00:00Z,2020-11-16T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,16-Nov-20,20201116 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-15T23:00:00Z,2020-11-16T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,16-Nov-20,20201116 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-15T23:00:00Z,2020-11-16T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,16-Nov-20,20201116 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-15T23:00:00Z,2020-11-16T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,16-Nov-20,20201116 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-15T23:00:00Z,2020-11-16T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,16-Nov-20,20201116 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-11-15T23:00:00Z,2020-11-16T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,16-Nov-20,20201116 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-11-15T23:00:00Z,2020-11-16T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,16-Nov-20,20201116 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-15T23:00:00Z,2020-11-16T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,16-Nov-20,20201116 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-15T23:00:00Z,2020-11-16T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
DC LF,16-Nov-20,20201116 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-15T23:00:00Z,2020-11-16T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,16-Nov-20,20201116 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-15T23:00:00Z,2020-11-16T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,16-Nov-20,20201116 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-15T23:00:00Z,2020-11-16T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,17-Nov-20,20201117 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-16T23:00:00Z,2020-11-17T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,17-Nov-20,20201117 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-16T23:00:00Z,2020-11-17T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,17-Nov-20,20201117 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-16T23:00:00Z,2020-11-17T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,17-Nov-20,20201117 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-16T23:00:00Z,2020-11-17T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,17-Nov-20,20201117 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-16T23:00:00Z,2020-11-17T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,17-Nov-20,20201117 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-11-16T23:00:00Z,2020-11-17T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,17-Nov-20,20201117 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,10,10,2020-11-16T23:00:00Z,2020-11-17T23:00:00Z,24,17,4080,no RTM,Accepted,,Battery
DC LF,17-Nov-20,20201117 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-16T23:00:00Z,2020-11-17T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,17-Nov-20,20201117 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-16T23:00:00Z,2020-11-17T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
DC LF,17-Nov-20,20201117 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-16T23:00:00Z,2020-11-17T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,17-Nov-20,20201117 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-16T23:00:00Z,2020-11-17T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,17-Nov-20,20201117 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-16T23:00:00Z,2020-11-17T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,18-Nov-20,20201118 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-17T23:00:00Z,2020-11-18T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,18-Nov-20,20201118 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-17T23:00:00Z,2020-11-18T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,18-Nov-20,20201118 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-17T23:00:00Z,2020-11-18T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,18-Nov-20,20201118 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-17T23:00:00Z,2020-11-18T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
DC LF,18-Nov-20,20201118 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-17T23:00:00Z,2020-11-18T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,18-Nov-20,20201118 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-17T23:00:00Z,2020-11-18T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,18-Nov-20,20201118 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-17T23:00:00Z,2020-11-18T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,18-Nov-20,20201118 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-17T23:00:00Z,2020-11-18T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,18-Nov-20,20201118 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-17T23:00:00Z,2020-11-18T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,18-Nov-20,20201118 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-17T23:00:00Z,2020-11-18T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,18-Nov-20,20201118 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-17T23:00:00Z,2020-11-18T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,18-Nov-20,20201118 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-17T23:00:00Z,2020-11-18T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,19-Nov-20,20201119 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-18T23:00:00Z,2020-11-19T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,19-Nov-20,20201119 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-18T23:00:00Z,2020-11-19T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,19-Nov-20,20201119 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-18T23:00:00Z,2020-11-19T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,19-Nov-20,20201119 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-18T23:00:00Z,2020-11-19T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
DC LF,19-Nov-20,20201119 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-18T23:00:00Z,2020-11-19T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,19-Nov-20,20201119 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-18T23:00:00Z,2020-11-19T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,19-Nov-20,20201119 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-18T23:00:00Z,2020-11-19T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,19-Nov-20,20201119 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-18T23:00:00Z,2020-11-19T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,19-Nov-20,20201119 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-18T23:00:00Z,2020-11-19T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
DC LF,19-Nov-20,20201119 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-18T23:00:00Z,2020-11-19T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
DC LF,19-Nov-20,20201119 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-18T23:00:00Z,2020-11-19T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,19-Nov-20,20201119 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-18T23:00:00Z,2020-11-19T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
Withdraw,20-Nov-20,20201120 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,0,2020-11-19T23:00:00Z,2020-11-20T23:00:00Z,24,0,,no RTM,Rejected,5,Battery
DC LF,20-Nov-20,20201120 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-19T23:00:00Z,2020-11-20T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,20-Nov-20,20201120 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-19T23:00:00Z,2020-11-20T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,20-Nov-20,20201120 HAB3-FFR,HAB3-FFR,Non-BM,Habitat Energy Limited,N/A,13,13,2020-11-19T23:00:00Z,2020-11-20T23:00:00Z,24,17,5304,no RTM,Accepted,,Battery
DC LF,20-Nov-20,20201120 DBESSA-33,DBESSA-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-19T23:00:00Z,2020-11-20T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,20-Nov-20,20201120 DBESSC-33,DBESSC-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-19T23:00:00Z,2020-11-20T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,20-Nov-20,20201120 DBESSF-33,DBESSF-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-19T23:00:00Z,2020-11-20T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,20-Nov-20,20201120 DBESSH-33,DBESSH-33,Non-BM,Zenobe Energy Limited,BESS HOLDCO 3 LIMITED,9,9,2020-11-19T23:00:00Z,2020-11-20T23:00:00Z,24,17,3672,no RTM,Accepted,,Battery
DC LF,20-Nov-20,20201120 ARNKB-1,ARNKB-1,BM,Arenko Cleantech Limited,N/A,41,41,2020-11-19T23:00:00Z,2020-11-20T23:00:00Z,24,17,16728,RTM,Accepted,,Battery
Withdraw,20-Nov-20,20201120 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-19T23:00:00Z,2020-11-20T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,20-Nov-20,20201120 AFFR2,AFFR2,Non-BM,UK Power Reserve Ltd,,20,20,2020-11-19T23:00:00Z,2020-11-20T23:00:00Z,24,17,8160,no RTM,Accepted,,Battery
Withdraw,20-Nov-20,20201120 AFFR3,AFFR3,Non-BM,UK Power Reserve Ltd,,18,0,2020-11-19T23:00:00Z,2020-11-20T23:00:00Z,24,17,,no RTM,Rejected,5,Battery
DC LF,21-11-20,20201121 AG-MFLX02,AG-MFLX02,BM,Flexitricity Limited,N/A,49,49,2020-11-20T23:00:00Z,2020-11-21T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,21-11-20,20201121 AG-HEL00G,AG-HEL00G,BM,Habitat Energy Limited,N/A,49,49,2020-11-20T23:00:00Z,2020-11-21T23:00:00Z,24,16.99,19980.24,RTM,Accepted,,Battery
DC LF,21-11-20,20201121 EDFE-9,EDFE-9,Non-BM,EDF Energy Customers Ltd,N/A,49,49,2020-11-20T23:00:00Z,2020-11-21T23:00:00Z,24,16.99,19980.24,no RTM,Accepted,,Battery
DC LF,21-11-20,20201121 AFFR1,AFFR1,Non-BM,UK Power Reserve Ltd,,18,18,2020-11-20T23:00:00Z,2020-11-21T23:00:00Z,24,17,7344,no RTM,Accepted,,Battery
